timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778592445873,14,Login-0,302,Found,Thread Group 1-20,,true,,193,984,25,25,http://localhost:8080/jpetstore/actions/Account.action,14,0,0
1778592445887,32,Login-1,200,OK,Thread Group 1-20,text,true,,5069,729,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,32,0,0
1778592445881,40,Reptiles,200,OK,Thread Group 1-2,text,true,,3712,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,40,0,0
1778592445895,27,Sign In,200,OK,Thread Group 1-19,text,true,,3923,649,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,27,0,0
1778592445905,17,Birds,200,OK,Thread Group 1-18,text,true,,3710,246,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,17,0,0
1778592445885,38,Login,200,OK,Thread Group 1-11,text,true,,5262,1713,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,18,0,0
1778592445885,18,Login-0,302,Found,Thread Group 1-11,,true,,193,984,25,25,http://localhost:8080/jpetstore/actions/Account.action,18,0,0
1778592445903,20,Login-1,200,OK,Thread Group 1-11,text,true,,5069,729,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,20,0,0
1778592445890,34,Home,200,OK,Thread Group 1-24,text,true,,1351,193,25,25,http://localhost:8080/jpetstore/,34,0,0
1778592445912,12,Sign In,200,OK,Thread Group 1-25,text,true,,3923,649,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,12,0,0
1778592445870,55,Login,200,OK,Thread Group 1-13,text,true,,5262,1713,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,31,0,0
1778592445870,31,Login-0,302,Found,Thread Group 1-13,,true,,193,984,25,25,http://localhost:8080/jpetstore/actions/Account.action,31,0,0
1778592445901,24,Login-1,200,OK,Thread Group 1-13,text,true,,5069,729,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,24,0,0
1778592445892,35,Home,200,OK,Thread Group 1-4,text,true,,1351,193,25,25,http://localhost:8080/jpetstore/,35,0,0
1778592445915,13,Main Catalog,200,OK,Thread Group 1-8,text,true,,4832,615,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,13,0,0
1778592445905,23,Birds,200,OK,Thread Group 1-9,text,true,,3710,246,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,23,0,0
1778592445893,37,Login,200,OK,Thread Group 1-12,text,true,,5262,1713,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,16,0,0
