timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778592423272,52,Home,200,OK,Thread Group 1-1,text,true,,1351,127,2,2,http://localhost:8080/jpetstore/,52,0,33
1778592423297,29,Home,200,OK,Thread Group 1-2,text,true,,1351,127,2,2,http://localhost:8080/jpetstore/,29,0,7
1778592423330,9,Main Catalog,200,OK,Thread Group 1-2,text,true,,5717,549,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423332,6,Main Catalog,200,OK,Thread Group 1-1,text,true,,5717,549,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1778592423344,13,Sign In,200,OK,Thread Group 1-2,text,true,,3923,649,2,2,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,13,0,0
1778592423351,13,Sign In,200,OK,Thread Group 1-1,text,true,,3925,649,2,2,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,13,0,0
1778592423361,29,Login,200,OK,Thread Group 1-2,text,true,,5262,1713,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,15,0,0
1778592423361,15,Login-0,302,Found,Thread Group 1-2,,true,,193,984,2,2,http://localhost:8080/jpetstore/actions/Account.action,15,0,0
1778592423378,12,Login-1,200,OK,Thread Group 1-2,text,true,,5069,729,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,12,0,0
1778592423365,27,Login,200,OK,Thread Group 1-1,text,true,,5262,1713,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1778592423365,11,Login-0,302,Found,Thread Group 1-1,,true,,193,984,2,2,http://localhost:8080/jpetstore/actions/Account.action,11,0,0
1778592423378,14,Login-1,200,OK,Thread Group 1-1,text,true,,5069,729,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,14,0,0
1778592423393,13,Reptiles,200,OK,Thread Group 1-1,text,true,,3712,249,2,2,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,13,0,0
1778592423394,13,Reptiles,200,OK,Thread Group 1-2,text,true,,3712,249,2,2,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,13,0,0
1778592423407,12,Sign Out,200,OK,Thread Group 1-1,text,true,,5249,1283,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1778592423407,4,Sign Out-0,302,Found,Thread Group 1-1,,true,,330,646,2,2,http://localhost:8080/jpetstore/actions/Account.action?signoff=,4,0,0
1778592423412,7,Sign Out-1,200,OK,Thread Group 1-1,text,true,,4919,637,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1778592423408,21,Sign Out,200,OK,Thread Group 1-2,text,true,,5249,1283,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423408,10,Sign Out-0,302,Found,Thread Group 1-2,,true,,330,646,2,2,http://localhost:8080/jpetstore/actions/Account.action?signoff=,10,0,0
1778592423419,10,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4919,637,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423424,13,Home,200,OK,Thread Group 1-1,text,true,,1351,193,2,2,http://localhost:8080/jpetstore/,13,0,0
1778592423432,12,Home,200,OK,Thread Group 1-2,text,true,,1351,193,2,2,http://localhost:8080/jpetstore/,12,0,0
1778592423439,5,Main Catalog,200,OK,Thread Group 1-1,text,true,,4832,615,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1778592423445,5,Sign In,200,OK,Thread Group 1-1,text,true,,3923,649,2,2,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,4,0,0
1778592423447,9,Main Catalog,200,OK,Thread Group 1-2,text,true,,4832,615,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1778592423459,7,Sign In,200,OK,Thread Group 1-2,text,true,,3921,649,2,2,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,7,0,0
1778592423451,16,Login,200,OK,Thread Group 1-1,text,true,,5262,1713,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423451,8,Login-0,302,Found,Thread Group 1-1,,true,,193,984,2,2,http://localhost:8080/jpetstore/actions/Account.action,8,0,0
1778592423459,8,Login-1,200,OK,Thread Group 1-1,text,true,,5069,729,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423470,9,Dogs,200,OK,Thread Group 1-1,text,true,,4296,245,2,2,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,9,0,0
1778592423472,13,Login,200,OK,Thread Group 1-2,text,true,,5262,1713,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1778592423472,6,Login-0,302,Found,Thread Group 1-2,,true,,193,984,2,2,http://localhost:8080/jpetstore/actions/Account.action,6,0,0
1778592423479,6,Login-1,200,OK,Thread Group 1-2,text,true,,5069,729,2,2,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1778592423480,13,Sign Out,200,OK,Thread Group 1-1,text,true,,5249,1283,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423480,8,Sign Out-0,302,Found,Thread Group 1-1,,true,,330,646,3,3,http://localhost:8080/jpetstore/actions/Account.action?signoff=,8,0,0
1778592423488,5,Sign Out-1,200,OK,Thread Group 1-1,text,true,,4919,637,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1778592423488,10,Dogs,200,OK,Thread Group 1-2,text,true,,4296,245,3,3,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,10,0,0
1778592423498,7,Home,200,OK,Thread Group 1-1,text,true,,1351,193,3,3,http://localhost:8080/jpetstore/,7,0,0
1778592423495,15,Home,200,OK,Thread Group 1-3,text,true,,1351,127,3,3,http://localhost:8080/jpetstore/,15,0,2
1778592423507,9,Main Catalog,200,OK,Thread Group 1-1,text,true,,4832,615,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1778592423510,8,Main Catalog,200,OK,Thread Group 1-3,text,true,,5717,549,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423499,27,Sign Out,200,OK,Thread Group 1-2,text,true,,5249,1283,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,13,0,0
1778592423499,13,Sign Out-0,302,Found,Thread Group 1-2,,true,,330,646,3,3,http://localhost:8080/jpetstore/actions/Account.action?signoff=,13,0,0
1778592423513,13,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4919,637,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,13,0,0
1778592423516,12,Sign In,200,OK,Thread Group 1-1,text,true,,3923,649,3,3,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,12,0,0
1778592423521,9,Sign In,200,OK,Thread Group 1-3,text,true,,3919,649,3,3,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,9,0,0
1778592423527,9,Home,200,OK,Thread Group 1-2,text,true,,1351,193,3,3,http://localhost:8080/jpetstore/,9,0,0
1778592423544,8,Main Catalog,200,OK,Thread Group 1-2,text,true,,4832,615,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423528,25,Login,200,OK,Thread Group 1-1,text,true,,5262,1713,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,15,0,0
1778592423528,15,Login-0,302,Found,Thread Group 1-1,,true,,193,984,3,3,http://localhost:8080/jpetstore/actions/Account.action,15,0,0
1778592423546,7,Login-1,200,OK,Thread Group 1-1,text,true,,5069,729,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1778592423530,26,Login,200,OK,Thread Group 1-3,text,true,,5262,1713,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1778592423530,11,Login-0,302,Found,Thread Group 1-3,,true,,193,984,3,3,http://localhost:8080/jpetstore/actions/Account.action,11,0,0
1778592423543,13,Login-1,200,OK,Thread Group 1-3,text,true,,5069,729,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,13,0,0
1778592423555,14,Birds,200,OK,Thread Group 1-1,text,true,,3710,246,3,3,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,14,0,0
1778592423553,14,Sign In,200,OK,Thread Group 1-2,text,true,,3923,649,3,3,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,14,0,0
1778592423558,13,Reptiles,200,OK,Thread Group 1-3,text,true,,3712,249,3,3,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,13,0,0
1778592423570,12,Login,200,OK,Thread Group 1-2,text,true,,5262,1713,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423570,8,Login-0,302,Found,Thread Group 1-2,,true,,193,984,3,3,http://localhost:8080/jpetstore/actions/Account.action,8,0,0
1778592423579,3,Login-1,200,OK,Thread Group 1-2,text,true,,5069,729,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1778592423573,13,Sign Out,200,OK,Thread Group 1-3,text,true,,5249,1283,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1778592423573,7,Sign Out-0,302,Found,Thread Group 1-3,,true,,330,646,3,3,http://localhost:8080/jpetstore/actions/Account.action?signoff=,7,0,0
1778592423580,6,Sign Out-1,200,OK,Thread Group 1-3,text,true,,4919,637,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1778592423585,8,Birds,200,OK,Thread Group 1-2,text,true,,3710,246,3,3,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,8,0,0
1778592423587,10,Home,200,OK,Thread Group 1-3,text,true,,1351,193,3,3,http://localhost:8080/jpetstore/,10,0,0
1778592423598,10,Main Catalog,200,OK,Thread Group 1-3,text,true,,4832,615,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423594,14,Sign Out,200,OK,Thread Group 1-2,text,true,,5249,1283,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1778592423594,5,Sign Out-0,302,Found,Thread Group 1-2,,true,,330,646,3,3,http://localhost:8080/jpetstore/actions/Account.action?signoff=,5,0,0
1778592423599,9,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4919,637,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1778592423607,12,Sign Out,200,OK,Thread Group 1-1,text,true,,5249,1283,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423607,8,Sign Out-0,302,Found,Thread Group 1-1,,true,,330,646,3,3,http://localhost:8080/jpetstore/actions/Account.action?signoff=,8,0,0
1778592423615,4,Sign Out-1,200,OK,Thread Group 1-1,text,true,,4919,637,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1778592423609,11,Sign In,200,OK,Thread Group 1-3,text,true,,3923,649,3,3,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,11,0,0
1778592423611,16,Home,200,OK,Thread Group 1-2,text,true,,1351,193,3,3,http://localhost:8080/jpetstore/,16,0,0
1778592423620,14,Login,200,OK,Thread Group 1-3,text,true,,5262,1713,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1778592423620,7,Login-0,302,Found,Thread Group 1-3,,true,,193,984,3,3,http://localhost:8080/jpetstore/actions/Account.action,7,0,0
1778592423628,6,Login-1,200,OK,Thread Group 1-3,text,true,,5069,729,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1778592423620,16,Home,200,OK,Thread Group 1-1,text,true,,1351,193,3,3,http://localhost:8080/jpetstore/,16,0,0
1778592423628,16,Main Catalog,200,OK,Thread Group 1-2,text,true,,4832,615,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,16,0,0
1778592423634,11,Dogs,200,OK,Thread Group 1-3,text,true,,4296,245,3,3,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,11,0,0
1778592423644,11,Main Catalog,200,OK,Thread Group 1-1,text,true,,4832,615,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1778592423645,10,Sign In,200,OK,Thread Group 1-2,text,true,,3921,649,3,3,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,10,0,0
1778592423656,3,Sign In,200,OK,Thread Group 1-1,text,true,,3925,649,3,3,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
1778592423646,31,Sign Out,200,OK,Thread Group 1-3,text,true,,5249,1283,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,19,0,0
1778592423646,19,Sign Out-0,302,Found,Thread Group 1-3,,true,,330,646,3,3,http://localhost:8080/jpetstore/actions/Account.action?signoff=,19,0,0
1778592423656,21,Login,200,OK,Thread Group 1-2,text,true,,5262,1713,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,12,0,0
1778592423666,11,Sign Out-1,200,OK,Thread Group 1-3,text,true,,4919,637,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1778592423656,12,Login-0,302,Found,Thread Group 1-2,,true,,193,984,3,3,http://localhost:8080/jpetstore/actions/Account.action,12,0,0
1778592423669,8,Login-1,200,OK,Thread Group 1-2,text,true,,5069,729,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423662,23,Login,200,OK,Thread Group 1-1,text,true,,5262,1713,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1778592423662,11,Login-0,302,Found,Thread Group 1-1,,true,,193,984,3,3,http://localhost:8080/jpetstore/actions/Account.action,11,0,0
1778592423674,11,Login-1,200,OK,Thread Group 1-1,text,true,,5069,729,3,3,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1778592423678,12,Reptiles,200,OK,Thread Group 1-2,text,true,,3712,249,3,3,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,12,0,0
1778592423678,18,Home,200,OK,Thread Group 1-3,text,true,,1351,193,3,3,http://localhost:8080/jpetstore/,18,0,0
1778592423690,9,Reptiles,200,OK,Thread Group 1-1,text,true,,3712,249,4,4,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,9,0,0
1778592423694,12,Sign Out,200,OK,Thread Group 1-2,text,true,,6047,1217,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1778592423694,4,Sign Out-0,302,Found,Thread Group 1-2,,true,,330,646,4,4,http://localhost:8080/jpetstore/actions/Account.action?signoff=,4,0,0
1778592423699,7,Sign Out-1,200,OK,Thread Group 1-2,text,true,,5717,571,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1778592423699,13,Main Catalog,200,OK,Thread Group 1-3,text,true,,4832,615,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,13,0,0
1778592423710,9,Home,200,OK,Thread Group 1-2,text,true,,1351,193,4,4,http://localhost:8080/jpetstore/,9,0,0
1778592423699,24,Home,200,OK,Thread Group 1-4,text,true,,1351,127,4,4,http://localhost:8080/jpetstore/,24,0,1
1778592423700,23,Sign Out,200,OK,Thread Group 1-1,text,true,,5249,1283,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,15,0,0
1778592423700,15,Sign Out-0,302,Found,Thread Group 1-1,,true,,330,646,4,4,http://localhost:8080/jpetstore/actions/Account.action?signoff=,15,0,0
1778592423715,8,Sign Out-1,200,OK,Thread Group 1-1,text,true,,4919,637,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423713,13,Sign In,200,OK,Thread Group 1-3,text,true,,3921,649,4,4,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,12,0,0
1778592423722,9,Main Catalog,200,OK,Thread Group 1-2,text,true,,4832,615,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1778592423725,14,Home,200,OK,Thread Group 1-1,text,true,,1351,193,4,4,http://localhost:8080/jpetstore/,14,0,0
1778592423725,16,Main Catalog,200,OK,Thread Group 1-4,text,true,,5717,549,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,16,0,0
1778592423732,11,Sign In,200,OK,Thread Group 1-2,text,true,,3921,649,4,4,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,11,0,0
1778592423726,20,Login,200,OK,Thread Group 1-3,text,true,,5262,1713,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423726,8,Login-0,302,Found,Thread Group 1-3,,true,,193,984,4,4,http://localhost:8080/jpetstore/actions/Account.action,8,0,0
1778592423734,12,Login-1,200,OK,Thread Group 1-3,text,true,,5069,729,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,12,0,0
1778592423740,8,Main Catalog,200,OK,Thread Group 1-1,text,true,,4832,615,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423742,12,Sign In,200,OK,Thread Group 1-4,text,true,,3925,649,4,4,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,12,0,0
1778592423748,18,Sign In,200,OK,Thread Group 1-1,text,true,,3923,649,4,4,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,18,0,0
1778592423744,23,Login,200,OK,Thread Group 1-2,text,true,,5262,1713,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423744,10,Login-0,302,Found,Thread Group 1-2,,true,,193,984,4,4,http://localhost:8080/jpetstore/actions/Account.action,10,0,0
1778592423754,13,Login-1,200,OK,Thread Group 1-2,text,true,,5069,729,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,13,0,0
1778592423747,21,Birds,200,OK,Thread Group 1-3,text,true,,3710,246,4,4,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,21,0,0
1778592423755,17,Login,200,OK,Thread Group 1-4,text,true,,5262,1713,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,12,0,0
1778592423755,12,Login-0,302,Found,Thread Group 1-4,,true,,193,984,4,4,http://localhost:8080/jpetstore/actions/Account.action,12,0,0
1778592423767,5,Login-1,200,OK,Thread Group 1-4,text,true,,5069,729,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1778592423777,10,Reptiles,200,OK,Thread Group 1-4,text,true,,3712,249,4,4,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,10,0,0
1778592423769,21,Sign Out,200,OK,Thread Group 1-3,text,true,,5249,1283,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1778592423769,9,Sign Out-0,302,Found,Thread Group 1-3,,true,,330,646,4,4,http://localhost:8080/jpetstore/actions/Account.action?signoff=,9,0,0
1778592423779,11,Sign Out-1,200,OK,Thread Group 1-3,text,true,,4919,637,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1778592423768,27,Dogs,200,OK,Thread Group 1-2,text,true,,4296,245,4,4,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,27,0,0
1778592423766,30,Login,200,OK,Thread Group 1-1,text,true,,5262,1713,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,20,0,0
1778592423766,20,Login-0,302,Found,Thread Group 1-1,,true,,193,984,4,4,http://localhost:8080/jpetstore/actions/Account.action,20,0,0
1778592423786,10,Login-1,200,OK,Thread Group 1-1,text,true,,5069,729,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423799,10,Dogs,200,OK,Thread Group 1-1,text,true,,4296,245,4,4,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,9,0,0
1778592423791,21,Home,200,OK,Thread Group 1-3,text,true,,1351,193,4,4,http://localhost:8080/jpetstore/,21,0,0
1778592423792,22,Sign Out,200,OK,Thread Group 1-4,text,true,,5249,1283,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423792,8,Sign Out-0,302,Found,Thread Group 1-4,,true,,330,646,4,4,http://localhost:8080/jpetstore/actions/Account.action?signoff=,8,0,0
1778592423805,9,Sign Out-1,200,OK,Thread Group 1-4,text,true,,4919,637,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1778592423797,23,Sign Out,200,OK,Thread Group 1-2,text,true,,5249,1283,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1778592423797,7,Sign Out-0,302,Found,Thread Group 1-2,,true,,330,646,4,4,http://localhost:8080/jpetstore/actions/Account.action?signoff=,7,0,0
1778592423809,11,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4919,637,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1778592423813,16,Main Catalog,200,OK,Thread Group 1-3,text,true,,4832,615,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,16,0,0
1778592423815,18,Home,200,OK,Thread Group 1-4,text,true,,1351,193,4,4,http://localhost:8080/jpetstore/,18,0,0
1778592423830,9,Sign In,200,OK,Thread Group 1-3,text,true,,3923,649,4,4,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,9,0,0
1778592423827,12,Home,200,OK,Thread Group 1-2,text,true,,1351,193,4,4,http://localhost:8080/jpetstore/,12,0,0
1778592423834,7,Main Catalog,200,OK,Thread Group 1-4,text,true,,4832,615,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1778592423813,26,Sign Out,200,OK,Thread Group 1-1,text,true,,5249,1283,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,19,0,0
1778592423813,19,Sign Out-0,302,Found,Thread Group 1-1,,true,,330,646,4,4,http://localhost:8080/jpetstore/actions/Account.action?signoff=,19,0,0
1778592423833,6,Sign Out-1,200,OK,Thread Group 1-1,text,true,,4919,637,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1778592423841,9,Sign In,200,OK,Thread Group 1-4,text,true,,3923,649,4,4,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,9,0,0
1778592423840,10,Main Catalog,200,OK,Thread Group 1-2,text,true,,4832,615,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423841,17,Home,200,OK,Thread Group 1-1,text,true,,1351,193,4,4,http://localhost:8080/jpetstore/,17,0,0
1778592423839,24,Login,200,OK,Thread Group 1-3,text,true,,5262,1713,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423839,10,Login-0,302,Found,Thread Group 1-3,,true,,193,984,4,4,http://localhost:8080/jpetstore/actions/Account.action,10,0,0
1778592423850,13,Login-1,200,OK,Thread Group 1-3,text,true,,5069,729,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,13,0,0
1778592423851,12,Sign In,200,OK,Thread Group 1-2,text,true,,3925,649,4,4,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,12,0,0
1778592423851,14,Login,200,OK,Thread Group 1-4,text,true,,5262,1713,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1778592423851,5,Login-0,302,Found,Thread Group 1-4,,true,,193,984,4,4,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1778592423857,8,Login-1,200,OK,Thread Group 1-4,text,true,,5069,729,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423864,9,Reptiles,200,OK,Thread Group 1-3,text,true,,3712,249,4,4,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,9,0,0
1778592423859,15,Main Catalog,200,OK,Thread Group 1-1,text,true,,4832,615,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,15,0,0
1778592423867,12,Dogs,200,OK,Thread Group 1-4,text,true,,4296,245,4,4,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,12,0,0
1778592423867,21,Login,200,OK,Thread Group 1-2,text,true,,5262,1713,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,13,0,0
1778592423867,13,Login-0,302,Found,Thread Group 1-2,,true,,193,984,4,4,http://localhost:8080/jpetstore/actions/Account.action,13,0,0
1778592423881,7,Login-1,200,OK,Thread Group 1-2,text,true,,5069,729,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1778592423874,17,Sign In,200,OK,Thread Group 1-1,text,true,,3923,649,4,4,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,17,0,0
1778592423874,19,Sign Out,200,OK,Thread Group 1-3,text,true,,5249,1283,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,12,0,0
1778592423874,12,Sign Out-0,302,Found,Thread Group 1-3,,true,,330,646,4,4,http://localhost:8080/jpetstore/actions/Account.action?signoff=,12,0,0
1778592423886,7,Sign Out-1,200,OK,Thread Group 1-3,text,true,,4919,637,4,4,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1778592423889,8,Birds,200,OK,Thread Group 1-2,text,true,,3710,246,4,4,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,8,0,0
1778592423880,31,Sign Out,200,OK,Thread Group 1-4,text,true,,5249,1283,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1778592423880,3,Sign Out-0,302,Found,Thread Group 1-4,,true,,330,646,5,5,http://localhost:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1778592423888,23,Sign Out-1,200,OK,Thread Group 1-4,text,true,,4919,637,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,23,0,0
1778592423898,18,Home,200,OK,Thread Group 1-3,text,true,,1351,193,5,5,http://localhost:8080/jpetstore/,18,0,0
1778592423905,12,Home,200,OK,Thread Group 1-5,text,true,,1351,127,5,5,http://localhost:8080/jpetstore/,12,0,0
1778592423892,29,Login,200,OK,Thread Group 1-1,text,true,,5262,1713,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,20,0,0
1778592423892,20,Login-0,302,Found,Thread Group 1-1,,true,,193,984,5,5,http://localhost:8080/jpetstore/actions/Account.action,20,0,0
1778592423913,8,Login-1,200,OK,Thread Group 1-1,text,true,,5069,729,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423901,21,Sign Out,200,OK,Thread Group 1-2,text,true,,5249,1283,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423901,10,Sign Out-0,302,Found,Thread Group 1-2,,true,,330,646,5,5,http://localhost:8080/jpetstore/actions/Account.action?signoff=,10,0,0
1778592423912,10,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4919,637,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,10,0,0
1778592423917,8,Main Catalog,200,OK,Thread Group 1-3,text,true,,4832,615,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1778592423918,8,Home,200,OK,Thread Group 1-4,text,true,,1351,193,5,5,http://localhost:8080/jpetstore/,8,0,0
1778592423917,9,Main Catalog,200,OK,Thread Group 1-5,text,true,,5717,549,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1778592423922,11,Home,200,OK,Thread Group 1-2,text,true,,1351,193,5,5,http://localhost:8080/jpetstore/,11,0,0
1778592423922,15,Birds,200,OK,Thread Group 1-1,text,true,,3710,246,5,5,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,15,0,0
1778592423925,13,Sign In,200,OK,Thread Group 1-3,text,true,,3925,649,5,5,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,13,0,0
1778592423927,12,Main Catalog,200,OK,Thread Group 1-4,text,true,,4832,615,5,5,http://localhost:8080/jpetstore/actions/Catalog.action,12,0,0
1778592423927,17,Sign In,200,OK,Thread Group 1-5,text,true,,3923,649,5,5,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,17,0,0
1778592423940,7,Sign In,200,OK,Thread Group 1-4,text,true,,3921,649,5,5,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,7,0,0
